_time,Description,CycleState,I_R01_Gripper_Load,I_R01_Gripper_Pot,I_R02_Gripper_Load,I_R02_Gripper_Pot,I_R03_Gripper_Load,I_R03_Gripper_Pot
2023-12-11T20:00:25.145Z,"NoNose,NoBody2",4,470,11231,1292,6395,1380,2401
2023-12-11T20:00:25.146Z,"NoNose,NoBody2",4,288,11072,1297,6364,1371,2399
2023-12-11T20:00:25.256Z,"NoNose,NoBody2",4,471,11199,1312,6373,1381,2393
2023-12-11T20:00:25.345Z,"NoNose,NoBody2",4,262,11278,1303,6400,1371,2401
2023-12-11T20:00:25.441Z,"NoNose,NoBody2",4,417,11214,1322,6390,1377,2401
2023-12-11T20:00:25.542Z,"NoNose,NoBody2",4,423,11249,1297,6367,1377,2395
2023-12-11T20:00:25.652Z,"NoNose,NoBody2",4,453,11189,1298,6398,1388,2400
2023-12-11T20:00:25.742Z,"NoNose,NoBody2",4,340,11233,1265,6368,1370,2391
2023-12-11T20:00:25.855Z,"NoNose,NoBody2",4,331,11113,1292,6364,1364,2388
2023-12-11T20:00:25.945Z,"NoNose,NoBody2",4,465,11219,1319,6387,1367,2405
2023-12-11T20:00:26.350Z,"NoNose,NoBody2",4,474,11212,1303,6427,1374,2420
2023-12-11T20:00:26.352Z,"NoNose,NoBody2",4,410,11309,1311,6434,1357,2410
2023-12-11T20:00:26.354Z,"NoNose,NoBody2",4,386,10766,1310,6374,1380,2395
2023-12-11T20:00:26.355Z,"NoNose,NoBody2",5,452,11276,1300,6422,1351,2411
2023-12-11T20:00:26.442Z,"NoNose,NoBody2",5,436,11218,1274,6413,1378,2415
2023-12-11T20:00:26.553Z,"NoNose,NoBody2",5,276,11278,1306,6416,1388,2411
2023-12-11T20:00:26.649Z,"NoNose,NoBody2",5,322,10935,1296,6372,1386,2391
2023-12-11T20:00:26.751Z,"NoNose,NoBody2",5,414,11242,1307,6352,1361,2400
2023-12-11T20:00:27.013Z,"NoNose,NoBody2",5,364,11203,1313,6364,1379,2411
2023-12-11T20:00:27.015Z,"NoNose,NoBody2",5,463,11255,1316,6340,1340,2403
2023-12-11T20:00:27.225Z,"NoNose,NoBody2",5,376,10888,1310,6329,1370,2402
2023-12-11T20:00:27.227Z,"NoNose,NoBody2",5,498,11261,1326,6327,1368,2396
2023-12-11T20:00:27.244Z,"NoNose,NoBody2",5,448,11256,1310,6370,1357,2399
2023-12-11T20:00:27.351Z,"NoNose,NoBody2",5,472,11280,1327,6351,1354,2402
2023-12-11T20:00:27.452Z,"NoNose,NoBody2",5,444,11230,1332,6348,1375,2419
2023-12-11T20:00:27.546Z,"NoNose,NoBody2",5,461,11202,1288,6332,1369,2392
2023-12-11T20:00:27.640Z,"NoNose,NoBody2",5,371,11431,1315,6326,1376,2404
2023-12-11T20:00:27.740Z,"NoNose,NoBody2",5,431,11232,1289,6361,1385,2392
2023-12-11T20:00:27.865Z,"NoNose,NoBody2",5,417,11028,1297,6343,1395,2393
2023-12-11T20:00:27.938Z,"NoNose,NoBody2",5,444,11285,1311,6334,1369,2397
2023-12-11T20:00:28.131Z,"NoNose,NoBody2",5,445,11255,1297,6383,1371,2410
2023-12-11T20:00:28.147Z,"NoNose,NoBody2",5,482,11239,1307,6334,1371,2398
2023-12-11T20:00:28.240Z,"NoNose,NoBody2",5,212,11023,1291,6334,1368,2392
2023-12-11T20:00:28.356Z,"NoNose,NoBody2",5,472,11263,1319,6325,1377,2394
2023-12-11T20:00:28.449Z,"NoNose,NoBody2",5,379,11299,1318,6361,1379,2410
2023-12-11T20:00:28.535Z,"NoNose,NoBody2",5,454,11263,1298,6351,1379,2400
2023-12-11T20:00:28.651Z,"NoNose,NoBody2",5,440,11223,1304,6353,1356,2399
2023-12-11T20:00:28.736Z,"NoNose,NoBody2",5,425,11363,1322,6382,1374,2411
2023-12-11T20:00:28.844Z,"NoNose,NoBody2",5,460,11271,1315,6371,1383,2409
2023-12-11T20:00:28.945Z,"NoNose,NoBody2",5,447,11227,1305,6365,1378,2405
2023-12-11T20:00:29.184Z,"NoNose,NoBody2",5,383,11240,1304,6372,1371,2407
2023-12-11T20:00:29.186Z,"NoNose,NoBody2",5,406,11366,1285,11666,1365,2402
2023-12-11T20:00:29.242Z,"NoNose,NoBody2",5,435,11271,1322,11657,1368,2390
2023-12-11T20:00:29.338Z,"NoNose,NoBody2",5,451,11243,1303,11682,1381,2399
2023-12-11T20:00:29.437Z,"NoNose,NoBody2",5,433,11207,1329,11675,1362,2409
2023-12-11T20:00:29.535Z,"NoNose,NoBody2",5,456,11233,1301,11706,1379,2410
2023-12-11T20:00:29.648Z,"NoNose,NoBody2",5,440,11220,1296,11690,1368,2394
2023-12-11T20:00:29.746Z,"NoNose,NoBody2",5,455,11187,1312,11661,1381,2399
2023-12-11T20:00:29.844Z,"NoNose,NoBody2",5,445,11225,1335,11676,1375,2405
2023-12-11T20:00:29.957Z,"NoNose,NoBody2",5,438,11240,1297,11627,1383,2403
2023-12-11T20:00:30.172Z,"NoNose,NoBody2",5,466,11247,1324,11722,1357,2409
2023-12-11T20:00:30.173Z,"NoNose,NoBody2",5,439,11230,1308,11637,1375,2398
2023-12-11T20:00:30.250Z,"NoNose,NoBody2",5,481,11178,1303,11614,1379,2391
2023-12-11T20:00:30.341Z,"NoNose,NoBody2",5,364,11563,1339,11653,1371,2403
2023-12-11T20:00:30.451Z,"NoNose,NoBody2",5,491,11257,1317,11751,1366,2402
2023-12-11T20:00:30.545Z,"NoNose,NoBody2",5,386,10974,1327,11686,1387,2402
2023-12-11T20:00:30.650Z,"NoNose,NoBody2",5,436,11179,1311,11741,1379,2412
2023-12-11T20:00:30.749Z,"NoNose,NoBody2",5,458,11263,1317,11693,1383,2402
2023-12-11T20:00:30.847Z,"NoNose,NoBody2",5,455,11258,1335,11638,1382,2397
2023-12-11T20:00:30.949Z,"NoNose,NoBody2",5,379,11063,1302,11682,1367,2406
2023-12-11T20:00:31.140Z,"NoNose,NoBody2",5,448,11254,1317,11698,1378,2406
2023-12-11T20:00:31.142Z,"NoNose,NoBody2",5,457,11181,1315,11635,1383,2399
2023-12-11T20:00:31.239Z,"NoNose,NoBody2",5,470,11267,1307,11642,1368,2412
2023-12-11T20:00:31.341Z,"NoNose,NoBody2",5,444,11183,1333,11640,1365,2395
2023-12-11T20:00:31.451Z,"NoNose,NoBody2",6,468,11252,1301,11715,1375,2405
2023-12-11T20:00:31.551Z,"NoNose,NoBody2",6,440,11226,1310,11718,1361,2408
2023-12-11T20:00:31.652Z,"NoNose,NoBody2",6,438,11169,1280,11665,1362,2393
2023-12-11T20:00:31.743Z,"NoNose,NoBody2",6,437,11237,1297,11652,1361,2393
2023-12-11T20:00:31.859Z,"NoNose,NoBody2",6,464,11257,1321,11628,1381,2395
2023-12-11T20:00:31.942Z,"NoNose,NoBody2",6,435,11233,1305,11634,1366,2400
2023-12-11T20:00:32.167Z,"NoNose,NoBody2",6,468,11201,1304,11723,1360,2402
2023-12-11T20:00:32.170Z,"NoNose,NoBody2",6,492,11174,1322,11670,1374,2390
2023-12-11T20:00:32.238Z,"NoNose,NoBody2",6,448,11258,1304,11643,1379,2401
2023-12-11T20:00:32.337Z,"NoNose,NoBody2",6,458,11267,1335,11737,1384,2425
2023-12-11T20:00:32.447Z,"NoNose,NoBody2",6,420,11222,1287,11659,1379,2395
2023-12-11T20:00:32.543Z,"NoNose,NoBody2",6,465,11282,1304,11682,1377,2397
2023-12-11T20:00:32.652Z,"NoNose,NoBody2",6,435,11188,1301,11723,1377,2405
2023-12-11T20:00:32.753Z,"NoNose,NoBody2",6,466,11182,1292,11658,1354,2396
2023-12-11T20:00:32.855Z,"NoNose,NoBody2",6,445,11182,1295,11711,1363,2409
2023-12-11T20:00:32.951Z,"NoNose,NoBody2",6,418,11117,1300,11758,1372,2411
2023-12-11T20:00:33.139Z,"NoNose,NoBody2",6,341,11243,1342,11707,1368,2391
2023-12-11T20:00:33.147Z,"NoNose,NoBody2",6,266,11237,1339,11648,1371,2396
2023-12-11T20:00:33.235Z,"NoNose,NoBody2",6,404,11193,1314,11744,1363,2401
2023-12-11T20:00:33.342Z,"NoNose,NoBody2",6,457,11182,1296,11683,1355,2389
2023-12-11T20:00:33.441Z,"NoNose,NoBody2",6,376,11570,1304,11690,1359,2407
2023-12-11T20:00:33.540Z,"NoNose,NoBody2",6,496,11270,1313,11655,1383,2399
2023-12-11T20:00:33.652Z,"NoNose,NoBody2",6,447,11259,1315,11659,1369,2399
2023-12-11T20:00:33.746Z,"NoNose,NoBody2",6,454,11224,1308,11660,1392,2398
2023-12-11T20:00:33.848Z,"NoNose,NoBody2",6,380,11510,1317,11673,1375,2403
2023-12-11T20:00:33.957Z,"NoNose,NoBody2",6,448,11235,1282,11668,1352,2396
2023-12-11T20:00:34.162Z,"NoNose,NoBody2",6,422,10979,1272,11626,1388,2404
2023-12-11T20:00:34.164Z,"NoNose,NoBody2",6,477,11193,1269,11719,1370,2411
2023-12-11T20:00:34.254Z,"NoNose,NoBody2",6,423,11447,1329,7290,1357,2404
2023-12-11T20:00:34.352Z,"NoNose,NoBody2",6,423,11213,1291,2070,1395,2401
2023-12-11T20:00:34.444Z,"NoNose,NoBody2",6,464,11173,1302,2067,1379,2400
2023-12-11T20:00:34.551Z,"NoNose,NoBody2",6,502,11305,1301,2062,1378,2393
2023-12-11T20:00:34.635Z,"NoNose,NoBody2",6,434,11256,1281,2058,1371,2409
2023-12-11T20:00:34.743Z,"NoNose,NoBody2",6,471,11186,1318,2068,1361,2411
2023-12-11T20:00:34.844Z,"NoNose,NoBody2",6,452,11204,1302,2067,1362,2395
2023-12-11T20:00:34.959Z,"NoNose,NoBody2",6,492,11209,1301,2055,1357,2397
2023-12-11T20:00:35.154Z,"NoNose,NoBody2",6,300,11295,1307,2060,1358,2405
2023-12-11T20:00:35.155Z,"NoNose,NoBody2",6,415,11194,1291,2069,1377,2402
2023-12-11T20:00:35.252Z,"NoNose,NoBody2",6,390,11258,1294,2059,1372,2395
2023-12-11T20:00:35.357Z,"NoNose,NoBody2",6,424,11271,1302,2065,1388,2398
2023-12-11T20:00:35.446Z,"NoNose,NoBody2",6,465,11242,1290,2072,1369,2411
2023-12-11T20:00:35.548Z,"NoNose,NoBody2",6,449,11260,1307,2055,1384,2393
2023-12-11T20:00:35.659Z,"NoNose,NoBody2",6,448,11276,1316,2059,1384,2385
2023-12-11T20:00:35.745Z,"NoNose,NoBody2",6,317,11217,1289,2072,1357,2409
2023-12-11T20:00:35.863Z,"NoNose,NoBody2",6,390,11187,1289,2056,1362,2404
2023-12-11T20:00:35.946Z,"NoNose,NoBody2",6,395,11228,1313,2065,1368,2408
2023-12-11T20:00:36.186Z,"NoNose,NoBody2",6,452,11256,1322,2056,1353,2390
2023-12-11T20:00:36.188Z,"NoNose,NoBody2",6,402,11208,1303,2068,1350,2399
2023-12-11T20:00:36.245Z,"NoNose,NoBody2",6,441,11228,1314,2057,1378,2397
2023-12-11T20:00:36.341Z,"NoNose,NoBody2",6,482,11259,1313,2062,1367,2406
2023-12-11T20:00:36.450Z,"NoNose,NoBody2",6,348,11210,1335,2066,1377,2396
2023-12-11T20:00:36.552Z,"NoNose,NoBody2",6,439,11249,1310,2059,1381,2402
2023-12-11T20:00:36.639Z,"NoNose,NoBody2",7,327,11256,1309,2075,1371,2395
2023-12-11T20:00:36.743Z,"NoNose,NoBody2",7,475,11215,1309,2058,1354,2387
2023-12-11T20:00:37.094Z,"NoNose,NoBody2",7,447,11202,1314,2093,1381,2398
2023-12-11T20:00:37.096Z,"NoNose,NoBody2",7,355,11404,1302,2096,1358,2401
2023-12-11T20:00:37.098Z,"NoNose,NoBody2",7,492,11274,1321,2047,1389,2391
2023-12-11T20:00:37.299Z,"NoNose,NoBody2",7,488,11213,1327,2076,1369,2406
2023-12-11T20:00:37.301Z,"NoNose,NoBody2",7,376,11237,1311,2039,1369,2399
2023-12-11T20:00:37.353Z,"NoNose,NoBody2",7,427,11217,1263,2032,1339,2395
2023-12-11T20:00:37.456Z,"NoNose,NoBody2",7,393,11185,1286,2063,1364,2395
2023-12-11T20:00:37.550Z,"NoNose,NoBody2",7,439,11196,1282,2069,1357,2407
2023-12-11T20:00:37.651Z,"NoNose,NoBody2",7,477,11261,1301,2046,1376,2393
2023-12-11T20:00:37.750Z,"NoNose,NoBody2",7,417,11198,1326,2051,1378,2413
2023-12-11T20:00:37.847Z,"NoNose,NoBody2",7,462,11183,1293,2046,1359,2406
2023-12-11T20:00:37.940Z,"NoNose,NoBody2",7,520,11271,1333,2052,1356,2400
2023-12-11T20:00:38.131Z,"NoNose,NoBody2",7,431,11325,1313,2031,1352,2392
2023-12-11T20:00:38.135Z,"NoNose,NoBody2",7,471,11217,1328,2039,1366,2403
2023-12-11T20:00:38.251Z,"NoNose,NoBody2",7,479,11215,1322,2037,1354,2392
2023-12-11T20:00:38.349Z,"NoNose,NoBody2",7,307,11129,1330,2045,1370,2404
2023-12-11T20:00:38.457Z,"NoNose,NoBody2",7,486,11211,1325,2040,1381,2387
2023-12-11T20:00:38.565Z,"NoNose,NoBody2",7,402,11223,1305,2053,1364,2401
2023-12-11T20:00:38.638Z,"NoNose,NoBody2",7,467,11197,1288,2042,1365,2396
2023-12-11T20:00:38.739Z,"NoNose,NoBody2",7,476,11281,1303,2043,1368,2412
2023-12-11T20:00:38.857Z,"NoNose,NoBody2",7,472,11205,1329,2046,1360,2410
2023-12-11T20:00:38.954Z,"NoNose,NoBody2",7,434,11230,1286,2034,1380,2386
2023-12-11T20:00:39.202Z,"NoNose,NoBody2",7,388,11181,1318,2047,1372,2418
2023-12-11T20:00:39.204Z,"NoNose,NoBody2",7,449,11244,1295,2051,1370,2416
2023-12-11T20:00:39.236Z,"NoNose,NoBody2",7,454,11258,1291,2053,1363,2409
2023-12-11T20:00:39.354Z,"NoNose,NoBody2",7,391,11174,1299,2042,1361,2382
2023-12-11T20:00:39.449Z,"NoNose,NoBody2",7,431,10812,1285,11609,1350,2394
2023-12-11T20:00:39.532Z,"NoNose,NoBody2",7,445,11191,1314,11676,1368,2402
2023-12-11T20:00:39.633Z,"NoNose,NoBody2",7,419,11558,1313,11628,1386,2419
2023-12-11T20:00:39.741Z,"NoNose,NoBody2",7,442,11260,1330,11721,1380,2394
2023-12-11T20:00:39.846Z,"NoNose,NoBody2",7,466,11226,1312,11667,1359,2405
2023-12-11T20:00:39.949Z,"NoNose,NoBody2",7,388,11193,1299,11649,1358,2403
2023-12-11T20:00:40.149Z,"NoNose,NoBody2",7,359,11249,1344,11671,1366,2395
2023-12-11T20:00:40.151Z,"NoNose,NoBody2",7,543,11218,1318,11602,1367,2386
2023-12-11T20:00:40.246Z,"NoNose,NoBody2",7,397,11161,1302,11684,1371,2395
2023-12-11T20:00:40.349Z,"NoNose,NoBody2",7,435,11203,1290,11690,1361,2406
2023-12-11T20:00:40.449Z,"NoNose,NoBody2",7,507,11283,1309,11607,1375,2399
2023-12-11T20:00:40.546Z,"NoNose,NoBody2",7,451,11235,1308,11636,1387,2394
2023-12-11T20:00:40.645Z,"NoNose,NoBody2",7,329,11095,1297,11685,1346,2388
2023-12-11T20:00:40.748Z,"NoNose,NoBody2",7,512,11258,1321,11613,1362,2398
2023-12-11T20:00:40.848Z,"NoNose,NoBody2",7,397,11254,1281,11647,1373,2404
2023-12-11T20:00:40.952Z,"NoNose,NoBody2",7,443,11218,1312,11647,1359,2400
2023-12-11T20:00:41.157Z,"NoNose,NoBody2",7,471,11189,1313,11638,1364,2411
2023-12-11T20:00:41.161Z,"NoNose,NoBody2",7,453,11177,1333,11646,1369,2403
2023-12-11T20:00:41.234Z,"NoNose,NoBody2",7,439,11269,1304,11633,1373,2397
2023-12-11T20:00:41.342Z,"NoNose,NoBody2",7,450,11198,1299,11601,1368,2395
2023-12-11T20:00:41.453Z,"NoNose,NoBody2",7,448,11238,1283,11629,1360,2401
2023-12-11T20:00:41.550Z,"NoNose,NoBody2",7,425,11184,1318,11696,1348,2410
2023-12-11T20:00:41.676Z,"NoNose,NoBody2",7,430,11232,1279,11648,1389,2391
2023-12-11T20:00:41.741Z,"NoNose,NoBody2",7,431,11227,1298,11666,1379,2399
2023-12-11T20:00:41.846Z,"NoNose,NoBody2",8,344,11168,1310,11607,1374,2397
2023-12-11T20:00:41.972Z,"NoNose,NoBody2",8,448,11241,1322,11690,1348,2406
2023-12-11T20:00:42.233Z,"NoNose,NoBody2",8,456,11239,1283,11574,1359,2395
2023-12-11T20:00:42.235Z,"NoNose,NoBody2",8,442,11238,1303,11653,1363,2405
2023-12-11T20:00:42.258Z,"NoNose,NoBody2",8,388,11175,1297,11668,1350,2405
2023-12-11T20:00:42.354Z,"NoNose,NoBody2",8,342,11213,1309,11687,1381,2418
2023-12-11T20:00:42.456Z,"NoNose,NoBody2",8,451,11214,1299,11664,1341,2405
2023-12-11T20:00:42.542Z,"NoNose,NoBody2",8,316,10821,1291,11645,1368,2411
2023-12-11T20:00:42.647Z,"NoNose,NoBody2",8,467,11230,1295,11635,1366,2396
2023-12-11T20:00:42.746Z,"NoNose,NoBody2",8,434,11185,1323,11697,1387,2405
2023-12-11T20:00:42.853Z,"NoNose,NoBody2",8,483,11199,1296,11599,1348,2394
2023-12-11T20:00:42.950Z,"NoNose,NoBody2",8,467,11246,1311,11597,1352,2397
2023-12-11T20:00:43.138Z,"NoNose,NoBody2",8,463,11210,1302,11590,1387,2399
2023-12-11T20:00:43.142Z,"NoNose,NoBody2",8,481,11279,1317,11667,1352,2396
2023-12-11T20:00:43.246Z,"NoNose,NoBody2",8,445,11275,1313,11695,1377,2415
2023-12-11T20:00:43.362Z,"NoNose,NoBody2",8,445,11192,1326,11609,1347,2394
2023-12-11T20:00:43.441Z,"NoNose,NoBody2",8,446,11189,1339,11691,1369,2381
2023-12-11T20:00:43.545Z,"NoNose,NoBody2",8,443,11219,1325,11654,1329,2407
2023-12-11T20:00:43.637Z,"NoNose,NoBody2",8,442,11143,1296,6938,1355,2409
2023-12-11T20:00:43.744Z,"NoNose,NoBody2",8,464,11268,1327,6505,1358,2399
2023-12-11T20:00:43.844Z,"NoNose,NoBody2",8,462,11228,1320,6546,1371,2388
2023-12-11T20:00:43.936Z,"NoNose,NoBody2",8,304,11342,1308,6513,1372,2395
2023-12-11T20:00:44.135Z,"NoNose,NoBody2",8,488,11231,1293,6516,1357,2402
2023-12-11T20:00:44.147Z,"NoNose,NoBody2",8,438,11248,1291,6536,1381,2411
2023-12-11T20:00:44.247Z,"NoNose,NoBody2",8,475,11265,1292,6504,1359,2401
2023-12-11T20:00:44.339Z,"NoNose,NoBody2",8,462,11234,1315,6512,1369,2402
2023-12-11T20:00:44.442Z,"NoNose,NoBody2",8,436,11178,1315,6512,1362,2404
2023-12-11T20:00:44.554Z,"NoNose,NoBody2",8,432,11206,1320,6505,1351,2396
2023-12-11T20:00:44.641Z,"NoNose,NoBody2",8,470,11234,1290,6493,1370,2392
2023-12-11T20:00:44.744Z,"NoNose,NoBody2",8,439,11166,1309,6496,1371,2407
2023-12-11T20:00:44.842Z,"NoNose,NoBody2",8,462,11213,1300,6500,1355,2404
2023-12-11T20:00:44.952Z,"NoNose,NoBody2",8,412,11240,1327,6505,1377,2404
2023-12-11T20:00:45.150Z,"NoNose,NoBody2",8,421,11217,1318,6519,1358,2400
2023-12-11T20:00:45.152Z,"NoNose,NoBody2",8,432,11224,1309,6482,1375,2391
2023-12-11T20:00:45.257Z,"NoNose,NoBody2",8,437,11206,1299,6497,1351,2397
2023-12-11T20:00:45.345Z,"NoNose,NoBody2",8,407,11175,1305,6507,1386,2400
2023-12-11T20:00:45.445Z,"NoNose,NoBody2",8,464,11256,1351,6484,1375,2395
2023-12-11T20:00:45.542Z,"NoNose,NoBody2",8,455,11206,1298,6533,1366,2405
2023-12-11T20:00:45.647Z,"NoNose,NoBody2",8,453,11214,1308,6529,1361,2415
2023-12-11T20:00:45.740Z,"NoNose,NoBody2",8,462,11263,1308,6514,1350,2402
2023-12-11T20:00:45.842Z,"NoNose,NoBody2",8,441,11229,1312,6484,1367,2387
2023-12-11T20:00:45.943Z,"NoNose,NoBody2",8,365,11233,1301,6545,1367,2446
2023-12-11T20:00:46.179Z,"NoNose,NoBody2",8,553,11274,1307,6511,1353,2398
2023-12-11T20:00:46.181Z,"NoNose,NoBody2",8,427,11168,1313,6467,1377,2396
2023-12-11T20:00:46.256Z,"NoNose,NoBody2",8,438,11161,1245,6523,1366,2405
2023-12-11T20:00:46.342Z,"NoNose,NoBody2",8,458,11210,1314,6484,1367,2396
2023-12-11T20:00:46.442Z,"NoNose,NoBody2",8,440,11187,1303,6470,1360,2400
2023-12-11T20:00:46.565Z,"NoNose,NoBody2",8,428,11226,1310,6495,1368,2396
2023-12-11T20:00:46.644Z,"NoNose,NoBody2",8,463,11198,1317,6487,1361,2400
2023-12-11T20:00:46.738Z,"NoNose,NoBody2",8,443,11206,1294,6496,1372,2409
2023-12-11T20:00:47.018Z,"NoNose,NoBody2",8,451,11241,1290,6518,1370,2410
2023-12-11T20:00:47.020Z,"NoNose,NoBody2",8,442,11209,1314,6521,1366,2403
2023-12-11T20:00:47.228Z,"NoNose,NoBody2",8,407,11216,1320,6487,1366,2400
2023-12-11T20:00:47.229Z,"NoNose,NoBody2",8,436,11268,1313,6503,1372,2404
2023-12-11T20:00:47.253Z,"NoNose,NoBody2",8,339,11181,1287,6502,1361,2387
2023-12-11T20:00:47.343Z,"NoNose,NoBody2",8,464,11195,1327,6496,1359,2393
2023-12-11T20:00:47.443Z,"NoNose,NoBody2",8,434,11209,1301,6512,1366,12545
2023-12-11T20:00:47.542Z,"NoNose,NoBody2",8,441,11225,1321,6494,1372,12550
2023-12-11T20:00:47.660Z,"NoNose,NoBody2",8,425,11197,1299,6528,1373,12575
2023-12-11T20:00:47.753Z,"NoNose,NoBody2",8,435,11369,1312,6508,1376,12561
2023-12-11T20:00:47.843Z,"NoNose,NoBody2",8,445,11214,1324,6472,1381,12541
2023-12-11T20:00:47.942Z,"NoNose,NoBody2",8,465,11287,1303,6469,1365,12496
2023-12-11T20:00:48.165Z,"NoNose,NoBody2",8,463,11210,1323,6503,1360,12536
2023-12-11T20:00:48.167Z,"NoNose,NoBody2",8,497,11168,1310,6498,1369,12561
2023-12-11T20:00:48.252Z,"NoNose,NoBody2",8,451,11192,1326,6483,1352,12479
2023-12-11T20:00:48.342Z,"NoNose,NoBody2",8,460,11238,1295,6476,1369,12496
2023-12-11T20:00:48.439Z,"NoNose,NoBody2",8,483,11291,1314,6492,1367,12506
2023-12-11T20:00:48.538Z,"NoNose,NoBody2",8,327,11249,1294,6479,1366,12478
2023-12-11T20:00:48.647Z,"NoNose,NoBody2",8,476,11252,1316,6488,1381,12552
2023-12-11T20:00:48.755Z,"NoNose,NoBody2",8,419,11179,1313,6500,1372,12538
2023-12-11T20:00:48.847Z,"NoNose,NoBody2",8,419,11210,1290,6466,1359,12487
2023-12-11T20:00:48.940Z,"NoNose,NoBody2",8,473,11256,1296,6550,1374,12521
2023-12-11T20:00:49.162Z,"NoNose,NoBody2",8,436,11178,1312,6493,1352,12503
2023-12-11T20:00:49.164Z,"NoNose,NoBody2",8,474,11264,1316,6533,1376,12500
2023-12-11T20:00:49.255Z,"NoNose,NoBody2",8,403,11237,1321,6489,1370,7109
2023-12-11T20:00:49.362Z,"NoNose,NoBody2",8,470,11209,1276,6477,1373,6825
2023-12-11T20:00:49.450Z,"NoNose,NoBody2",8,454,11234,1321,6531,1376,6819
2023-12-11T20:00:49.546Z,"NoNose,NoBody2",8,432,11202,1306,6474,1363,6798
2023-12-11T20:00:49.642Z,"NoNose,NoBody2",8,450,11233,1309,6491,1375,6825
2023-12-11T20:00:49.751Z,"NoNose,NoBody2",8,468,11194,1319,6524,1373,6862
2023-12-11T20:00:49.844Z,"NoNose,NoBody2",8,456,11271,1316,6493,1360,6807
2023-12-11T20:00:49.940Z,"NoNose,NoBody2",8,505,11286,1322,6496,1368,6807
2023-12-11T20:00:50.169Z,"NoNose,NoBody2",8,505,11207,1313,6492,1372,6799
2023-12-11T20:00:50.171Z,"NoNose,NoBody2",8,387,11327,1259,6487,1364,6801
2023-12-11T20:00:50.248Z,"NoNose,NoBody2",8,452,11232,1300,6512,1382,6823
2023-12-11T20:00:50.343Z,"NoNose,NoBody2",8,427,11226,1300,6496,1368,6819
2023-12-11T20:00:50.473Z,"NoNose,NoBody2",8,500,11229,1293,6519,1358,6809
2023-12-11T20:00:50.549Z,"NoNose,NoBody2",8,426,11212,1291,6493,1354,6818
2023-12-11T20:00:50.639Z,"NoNose,NoBody2",8,439,11184,1300,6493,1366,6796
2023-12-11T20:00:50.746Z,"NoNose,NoBody2",8,476,11280,1326,6492,1370,6805
2023-12-11T20:00:50.845Z,"NoNose,NoBody2",8,431,11180,1304,6498,1377,6800
2023-12-11T20:00:50.950Z,"NoNose,NoBody2",8,423,11245,1330,6528,1366,6817
2023-12-11T20:00:51.232Z,"NoNose,NoBody2",8,444,11264,1314,6490,1348,6808
2023-12-11T20:00:51.234Z,"NoNose,NoBody2",8,438,11113,1306,6513,1379,6816
2023-12-11T20:00:51.254Z,"NoNose,NoBody2",8,166,11195,1317,6472,1380,6802
2023-12-11T20:00:51.408Z,"NoNose,NoBody2",8,423,11227,1306,6475,1367,6801
2023-12-11T20:00:51.454Z,"NoNose,NoBody2",8,218,10795,1305,6535,1380,6802
2023-12-11T20:00:51.538Z,"NoNose,NoBody2",8,412,11228,1323,6472,1371,6805
2023-12-11T20:00:51.634Z,"NoNose,NoBody2",8,444,11259,1298,6507,1368,6832
2023-12-11T20:00:51.743Z,"NoNose,NoBody2",8,441,11197,1297,6490,1353,6816
2023-12-11T20:00:51.843Z,"NoNose,NoBody2",8,426,11218,1302,6523,1359,6831
2023-12-11T20:00:51.944Z,"NoNose,NoBody2",8,443,11213,1286,6483,1351,6838
2023-12-11T20:00:52.197Z,"NoNose,NoBody2",8,421,11696,1314,6523,1364,6853
2023-12-11T20:00:52.199Z,"NoNose,NoBody2",8,434,11221,1319,6507,1373,6821
2023-12-11T20:00:52.246Z,"NoNose,NoBody2",8,453,11185,1313,6497,1375,6818
2023-12-11T20:00:52.359Z,"NoNose,NoBody2",8,387,11206,1284,6481,1373,6814
2023-12-11T20:00:52.445Z,"NoNose,NoBody2",8,362,11208,1305,6487,1353,6826
2023-12-11T20:00:52.539Z,"NoNose,NoBody2",8,464,11231,1301,6482,1371,6814
2023-12-11T20:00:52.637Z,"NoNose,NoBody2",8,476,11280,1327,6483,1333,6819
2023-12-11T20:00:52.747Z,"NoNose,NoBody2",8,504,11261,1341,6498,1362,6839
2023-12-11T20:00:52.857Z,"NoNose,NoBody2",8,425,11211,1347,6517,1377,6833
2023-12-11T20:00:52.958Z,"NoNose,NoBody2",8,437,11249,1332,6505,1363,6821
2023-12-11T20:00:53.282Z,"NoNose,NoBody2",8,291,11206,1339,6536,1361,6845
2023-12-11T20:00:53.284Z,"NoNose,NoBody2",8,410,11230,1313,6526,1345,6850
2023-12-11T20:00:53.286Z,"NoNose,NoBody2",8,465,11245,1296,6503,1345,6840
2023-12-11T20:00:53.369Z,"NoNose,NoBody2",8,529,11250,1299,6500,1357,6817
2023-12-11T20:00:53.473Z,"NoNose,NoBody2",8,417,11167,1300,6486,1357,6816
2023-12-11T20:00:53.597Z,"NoNose,NoBody2",8,423,11196,1303,6506,1365,6825
2023-12-11T20:00:53.639Z,"NoNose,NoBody2",8,452,11187,1320,6497,1374,6824
2023-12-11T20:00:53.737Z,"NoNose,NoBody2",8,477,11255,1321,6467,1368,6830
2023-12-11T20:00:54.126Z,"NoNose,NoBody2",8,446,11283,1306,6527,1364,6848
