time,Description,cycle_state,I_R01_Gripper_Load,I_R01_Gripper_Pot,I_R02_Gripper_Load,I_R02_Gripper_Pot,I_R03_Gripper_Load,I_R03_Gripper_Pot
2023-12-11T20:00:29.746Z,"NoNose,NoBody2",5,455,11187,1312,11645,1381,2393
2023-12-11T20:00:29.844Z,"NoNose,NoBody2",5,445,11225,1335,11682,1375,2406
2023-12-11T20:00:29.957Z,"NoNose,NoBody2",5,438,11240,1297,11684,1383,2404
2023-12-11T20:00:30.172Z,"NoNose,NoBody2",5,466,11247,1324,11635,1357,2387
2023-12-11T20:00:30.173Z,"NoNose,NoBody2",5,439,11230,1308,11677,1375,2391
2023-12-11T20:00:30.250Z,"NoNose,NoBody2",5,481,11178,1303,11654,1379,2410
2023-12-11T20:00:30.341Z,"NoNose,NoBody2",5,364,11563,1339,11690,1371,2414
2023-12-11T20:00:30.451Z,"NoNose,NoBody2",5,491,11257,1317,11674,1366,2388
2023-12-11T20:00:30.545Z,"NoNose,NoBody2",5,386,10974,1327,11710,1387,2396
2023-12-11T20:00:30.650Z,"NoNose,NoBody2",5,436,11179,1311,11636,1379,2405
2023-12-11T20:00:30.749Z,"NoNose,NoBody2",5,458,11263,1317,11715,1383,2401
2023-12-11T20:00:30.847Z,"NoNose,NoBody2",5,455,11258,1335,11723,1382,2404
2023-12-11T20:00:30.949Z,"NoNose,NoBody2",5,379,11063,1302,11682,1367,2399
2023-12-11T20:00:31.140Z,"NoNose,NoBody2",5,448,11254,1317,11686,1378,2402
2023-12-11T20:00:31.142Z,"NoNose,NoBody2",5,457,11181,1315,11615,1383,2413
2023-12-11T20:00:31.239Z,"NoNose,NoBody2",5,470,11267,1307,11707,1368,2401
2023-12-11T20:00:31.341Z,"NoNose,NoBody2",5,444,11183,1333,11629,1365,2390
2023-12-11T20:00:31.451Z,"NoNose,NoBody2",6,468,11252,1301,11692,1375,2400
2023-12-11T20:00:31.551Z,"NoNose,NoBody2",6,440,11226,1310,11658,1361,2390
2023-12-11T20:00:31.652Z,"NoNose,NoBody2",6,438,11169,1280,11626,1362,2403
2023-12-11T20:00:31.743Z,"NoNose,NoBody2",6,437,11237,1297,11717,1361,2398
2023-12-11T20:00:31.859Z,"NoNose,NoBody2",6,464,11257,1321,11697,1381,2416
2023-12-11T20:00:31.942Z,"NoNose,NoBody2",6,435,11233,1305,11665,1366,2403
2023-12-11T20:00:32.167Z,"NoNose,NoBody2",6,468,11201,1304,11627,1360,2395
2023-12-11T20:00:32.170Z,"NoNose,NoBody2",6,492,11174,1322,11721,1374,2408
2023-12-11T20:00:32.238Z,"NoNose,NoBody2",6,448,11258,1304,11713,1379,2402
2023-12-11T20:00:32.337Z,"NoNose,NoBody2",6,458,11267,1335,11735,1384,2406
2023-12-11T20:00:32.447Z,"NoNose,NoBody2",6,420,11222,1287,11691,1379,2416
2023-12-11T20:00:32.543Z,"NoNose,NoBody2",6,465,11282,1304,11731,1377,2403
2023-12-11T20:00:32.652Z,"NoNose,NoBody2",6,435,11188,1301,11661,1377,2400
2023-12-11T20:00:32.753Z,"NoNose,NoBody2",6,466,11182,1292,11637,1354,2392
2023-12-11T20:00:32.855Z,"NoNose,NoBody2",6,445,11182,1295,11632,1363,2393
2023-12-11T20:00:32.951Z,"NoNose,NoBody2",6,418,11117,1300,11608,1372,2391
2023-12-11T20:00:33.139Z,"NoNose,NoBody2",6,341,11243,1342,11709,1368,2401
2023-12-11T20:00:33.147Z,"NoNose,NoBody2",6,266,11237,1339,11680,1371,2404
2023-12-11T20:00:33.235Z,"NoNose,NoBody2",6,404,11193,1314,11644,1363,2399
2023-12-11T20:00:33.342Z,"NoNose,NoBody2",6,457,11182,1296,11681,1355,2392
2023-12-11T20:00:33.441Z,"NoNose,NoBody2",6,376,11570,1304,11709,1359,2402
2023-12-11T20:00:33.540Z,"NoNose,NoBody2",6,496,11270,1313,11666,1383,2403
2023-12-11T20:00:33.652Z,"NoNose,NoBody2",6,447,11259,1315,11709,1369,2394
2023-12-11T20:00:33.746Z,"NoNose,NoBody2",6,454,11224,1308,11677,1392,2411
2023-12-11T20:00:33.848Z,"NoNose,NoBody2",6,380,11510,1317,11664,1375,2408
2023-12-11T20:00:33.957Z,"NoNose,NoBody2",6,448,11235,1282,11692,1352,2385
2023-12-11T20:00:34.162Z,"NoNose,NoBody2",6,422,10979,1272,11625,1388,2411
2023-12-11T20:00:34.164Z,"NoNose,NoBody2",6,477,11193,1269,11679,1370,2405
2023-12-11T20:00:34.254Z,"NoNose,NoBody2",6,423,11447,1329,11747,1357,2390
2023-12-11T20:00:34.352Z,"NoNose,NoBody2",6,423,11213,1291,7179,1395,2410
2023-12-11T20:00:34.444Z,"NoNose,NoBody2",6,464,11173,1302,6499,1379,2411
2023-12-11T20:00:34.551Z,"NoNose,NoBody2",6,502,11305,1301,6517,1378,2411
2023-12-11T20:00:34.635Z,"NoNose,NoBody2",6,434,11256,1281,6535,1371,2407
2023-12-11T20:00:34.743Z,"NoNose,NoBody2",6,471,11186,1318,6496,1361,2396
2023-12-11T20:00:34.844Z,"NoNose,NoBody2",6,452,11204,1302,6506,1362,2397
2023-12-11T20:00:34.959Z,"NoNose,NoBody2",6,492,11209,1301,6506,1357,2398
2023-12-11T20:00:35.154Z,"NoNose,NoBody2",6,300,11295,1307,6516,1358,2401
2023-12-11T20:00:35.155Z,"NoNose,NoBody2",6,415,11194,1291,6502,1377,2404
2023-12-11T20:00:35.252Z,"NoNose,NoBody2",6,390,11258,1294,6540,1372,2395
2023-12-11T20:00:35.357Z,"NoNose,NoBody2",6,424,11271,1302,6539,1388,2405
2023-12-11T20:00:35.446Z,"NoNose,NoBody2",6,465,11242,1290,6525,1369,2393
2023-12-11T20:00:35.548Z,"NoNose,NoBody2",6,449,11260,1307,6505,1384,2404
2023-12-11T20:00:35.659Z,"NoNose,NoBody2",6,448,11276,1316,6540,1384,2407
2023-12-11T20:00:35.745Z,"NoNose,NoBody2",6,317,11217,1289,6517,1357,2394
2023-12-11T20:00:35.863Z,"NoNose,NoBody2",6,390,11187,1289,6489,1362,2390
2023-12-11T20:00:35.946Z,"NoNose,NoBody2",6,395,11228,1313,6520,1368,2395
2023-12-11T20:00:36.186Z,"NoNose,NoBody2",6,452,11256,1322,6533,1353,2392
2023-12-11T20:00:36.188Z,"NoNose,NoBody2",6,402,11208,1303,6544,1350,2384
2023-12-11T20:00:36.245Z,"NoNose,NoBody2",6,441,11228,1314,6526,1378,2402
2023-12-11T20:00:36.341Z,"NoNose,NoBody2",6,482,11259,1313,6530,1367,2393
2023-12-11T20:00:36.450Z,"NoNose,NoBody2",6,348,11210,1335,6533,1377,2402
2023-12-11T20:00:36.552Z,"NoNose,NoBody2",6,439,11249,1310,6537,1381,2404
2023-12-11T20:00:36.639Z,"NoNose,NoBody2",7,327,11256,1309,6534,1371,2403
2023-12-11T20:00:36.743Z,"NoNose,NoBody2",7,475,11215,1309,6524,1354,2388
2023-12-11T20:00:37.094Z,"NoNose,NoBody2",7,447,11202,1314,6503,1381,2409
2023-12-11T20:00:37.096Z,"NoNose,NoBody2",7,355,11404,1302,6488,1358,2393
2023-12-11T20:00:37.098Z,"NoNose,NoBody2",7,492,11274,1321,6540,1389,2403
2023-12-11T20:00:37.299Z,"NoNose,NoBody2",7,488,11213,1327,6473,1369,2399
2023-12-11T20:00:37.301Z,"NoNose,NoBody2",7,376,11237,1311,6480,1369,2390
2023-12-11T20:00:37.353Z,"NoNose,NoBody2",7,427,11217,1263,6462,1339,2393
2023-12-11T20:00:37.456Z,"NoNose,NoBody2",7,393,11185,1286,6449,1364,2400
2023-12-11T20:00:37.550Z,"NoNose,NoBody2",7,439,11196,1282,6465,1357,2388
2023-12-11T20:00:37.651Z,"NoNose,NoBody2",7,477,11261,1301,6505,1376,2395
2023-12-11T20:00:37.750Z,"NoNose,NoBody2",7,417,11198,1326,6453,1378,2409
2023-12-11T20:00:37.847Z,"NoNose,NoBody2",7,462,11183,1293,6451,1359,2402
2023-12-11T20:00:37.940Z,"NoNose,NoBody2",7,520,11271,1333,6503,1356,2397
2023-12-11T20:00:38.131Z,"NoNose,NoBody2",7,431,11325,1313,6472,1352,2387
2023-12-11T20:00:38.135Z,"NoNose,NoBody2",7,471,11217,1328,6473,1366,2404
2023-12-11T20:00:38.251Z,"NoNose,NoBody2",7,479,11215,1322,6467,1354,2399
2023-12-11T20:00:38.349Z,"NoNose,NoBody2",7,307,11129,1330,6450,1370,2402
2023-12-11T20:00:38.457Z,"NoNose,NoBody2",7,486,11211,1325,6462,1381,2409
2023-12-11T20:00:38.565Z,"NoNose,NoBody2",7,402,11223,1305,6477,1364,2395
2023-12-11T20:00:38.638Z,"NoNose,NoBody2",7,467,11197,1288,6459,1365,2405
2023-12-11T20:00:38.739Z,"NoNose,NoBody2",7,476,11281,1303,6504,1368,2398
2023-12-11T20:00:38.857Z,"NoNose,NoBody2",7,472,11205,1329,6462,1360,2398
2023-12-11T20:00:38.954Z,"NoNose,NoBody2",7,434,11230,1286,6477,1380,2396
2023-12-11T20:00:39.202Z,"NoNose,NoBody2",7,388,11181,1318,6455,1372,2404
2023-12-11T20:00:39.204Z,"NoNose,NoBody2",7,449,11244,1295,6501,1370,2393
2023-12-11T20:00:39.236Z,"NoNose,NoBody2",7,454,11258,1291,6493,1363,2401
2023-12-11T20:00:39.354Z,"NoNose,NoBody2",7,391,11174,1299,6457,1361,2402
2023-12-11T20:00:39.449Z,"NoNose,NoBody2",7,431,10812,1285,6457,1350,2388
2023-12-11T20:00:39.532Z,"NoNose,NoBody2",7,445,11191,1314,11627,1368,2394
2023-12-11T20:00:39.633Z,"NoNose,NoBody2",7,419,11558,1313,11675,1386,2391
2023-12-11T20:00:39.741Z,"NoNose,NoBody2",7,442,11260,1330,11710,1380,2403
2023-12-11T20:00:39.846Z,"NoNose,NoBody2",7,466,11226,1312,11676,1359,2390
2023-12-11T20:00:39.949Z,"NoNose,NoBody2",7,388,11193,1299,11634,1358,2396
2023-12-11T20:00:40.149Z,"NoNose,NoBody2",7,359,11249,1344,11710,1366,2397
2023-12-11T20:00:40.151Z,"NoNose,NoBody2",7,543,11218,1318,11644,1367,2393
2023-12-11T20:00:40.246Z,"NoNose,NoBody2",7,397,11161,1302,11610,1371,2405
2023-12-11T20:00:40.349Z,"NoNose,NoBody2",7,435,11203,1290,11651,1361,2387
2023-12-11T20:00:40.449Z,"NoNose,NoBody2",7,507,11283,1309,11723,1375,2404
2023-12-11T20:00:40.546Z,"NoNose,NoBody2",7,451,11235,1308,11678,1387,2408
2023-12-11T20:00:40.645Z,"NoNose,NoBody2",7,329,11095,1297,11643,1346,2397
2023-12-11T20:00:40.748Z,"NoNose,NoBody2",7,512,11258,1321,11708,1362,2392
2023-12-11T20:00:40.848Z,"NoNose,NoBody2",7,397,11254,1281,11710,1373,2408
2023-12-11T20:00:40.952Z,"NoNose,NoBody2",7,443,11218,1312,11717,1359,2400
2023-12-11T20:00:41.157Z,"NoNose,NoBody2",7,471,11189,1313,11629,1364,2392
2023-12-11T20:00:41.161Z,"NoNose,NoBody2",7,453,11177,1333,11693,1369,2397
2023-12-11T20:00:41.234Z,"NoNose,NoBody2",7,439,11269,1304,11715,1373,2404
2023-12-11T20:00:41.342Z,"NoNose,NoBody2",7,450,11198,1299,11619,1368,2404
2023-12-11T20:00:41.453Z,"NoNose,NoBody2",7,448,11238,1283,11671,1360,2393
2023-12-11T20:00:41.550Z,"NoNose,NoBody2",7,425,11184,1318,11622,1348,2382
2023-12-11T20:00:41.676Z,"NoNose,NoBody2",7,430,11232,1279,11665,1389,2400
2023-12-11T20:00:41.741Z,"NoNose,NoBody2",7,431,11227,1298,11662,1379,2402
2023-12-11T20:00:41.846Z,"NoNose,NoBody2",8,344,11168,1310,11667,1374,2403
2023-12-11T20:00:41.972Z,"NoNose,NoBody2",8,448,11241,1322,11687,1348,2391
2023-12-11T20:00:42.233Z,"NoNose,NoBody2",8,456,11239,1283,11665,1359,2397
2023-12-11T20:00:42.235Z,"NoNose,NoBody2",8,442,11238,1303,11617,1363,2400
2023-12-11T20:00:42.258Z,"NoNose,NoBody2",8,388,11175,1297,11608,1350,2403
2023-12-11T20:00:42.354Z,"NoNose,NoBody2",8,342,11213,1309,11651,1381,2398
2023-12-11T20:00:42.456Z,"NoNose,NoBody2",8,451,11214,1299,11641,1341,2390
2023-12-11T20:00:42.542Z,"NoNose,NoBody2",8,316,10821,1291,11610,1368,2408
2023-12-11T20:00:42.647Z,"NoNose,NoBody2",8,467,11230,1295,11699,1366,2395
2023-12-11T20:00:42.746Z,"NoNose,NoBody2",8,434,11185,1323,11627,1387,2393
2023-12-11T20:00:42.853Z,"NoNose,NoBody2",8,483,11199,1296,11637,1348,2397
2023-12-11T20:00:42.950Z,"NoNose,NoBody2",8,467,11246,1311,11697,1352,2398
2023-12-11T20:00:43.138Z,"NoNose,NoBody2",8,463,11210,1302,11637,1387,2419
2023-12-11T20:00:43.142Z,"NoNose,NoBody2",8,481,11279,1317,11712,1352,2392
2023-12-11T20:00:43.246Z,"NoNose,NoBody2",8,445,11275,1313,11710,1377,2402
2023-12-11T20:00:43.362Z,"NoNose,NoBody2",8,445,11192,1326,11697,1347,2393
2023-12-11T20:00:43.441Z,"NoNose,NoBody2",8,446,11189,1339,11635,1369,2401
2023-12-11T20:00:43.545Z,"NoNose,NoBody2",8,443,11219,1325,11648,1329,2392
2023-12-11T20:00:43.637Z,"NoNose,NoBody2",8,442,11143,1296,11596,1355,2397
2023-12-11T20:00:43.744Z,"NoNose,NoBody2",8,464,11268,1327,6713,1358,2395
2023-12-11T20:00:43.844Z,"NoNose,NoBody2",8,462,11228,1320,6430,1371,2398
2023-12-11T20:00:43.936Z,"NoNose,NoBody2",8,304,11342,1308,6412,1372,2397
2023-12-11T20:00:44.135Z,"NoNose,NoBody2",8,488,11231,1293,6428,1357,2390
2023-12-11T20:00:44.147Z,"NoNose,NoBody2",8,438,11248,1291,6447,1381,2391
2023-12-11T20:00:44.247Z,"NoNose,NoBody2",8,475,11265,1292,6448,1359,2388
2023-12-11T20:00:44.339Z,"NoNose,NoBody2",8,462,11234,1315,6435,1369,2397
2023-12-11T20:00:44.442Z,"NoNose,NoBody2",8,436,11178,1315,6402,1362,2408
2023-12-11T20:00:44.554Z,"NoNose,NoBody2",8,432,11206,1320,6418,1351,2385
2023-12-11T20:00:44.641Z,"NoNose,NoBody2",8,470,11234,1290,6412,1370,2397
2023-12-11T20:00:44.744Z,"NoNose,NoBody2",8,439,11166,1309,6400,1371,2407
2023-12-11T20:00:44.842Z,"NoNose,NoBody2",8,462,11213,1300,6415,1355,2388
2023-12-11T20:00:44.952Z,"NoNose,NoBody2",8,412,11240,1327,6460,1377,2407
2023-12-11T20:00:45.150Z,"NoNose,NoBody2",8,421,11217,1318,6424,1358,2393
2023-12-11T20:00:45.152Z,"NoNose,NoBody2",8,432,11224,1309,6433,1375,2402
2023-12-11T20:00:45.257Z,"NoNose,NoBody2",8,437,11206,1299,6417,1351,2400
2023-12-11T20:00:45.345Z,"NoNose,NoBody2",8,407,11175,1305,6426,1386,2403
2023-12-11T20:00:45.445Z,"NoNose,NoBody2",8,464,11256,1351,6438,1375,2399
2023-12-11T20:00:45.542Z,"NoNose,NoBody2",8,455,11206,1298,6407,1366,2391
2023-12-11T20:00:45.647Z,"NoNose,NoBody2",8,453,11214,1308,6419,1361,2400
2023-12-11T20:00:45.740Z,"NoNose,NoBody2",8,462,11263,1308,6442,1350,2389
2023-12-11T20:00:45.842Z,"NoNose,NoBody2",8,441,11229,1312,6431,1367,2395
2023-12-11T20:00:45.943Z,"NoNose,NoBody2",8,365,11233,1301,6411,1367,2401
2023-12-11T20:00:46.179Z,"NoNose,NoBody2",8,553,11274,1307,6407,1353,2406
2023-12-11T20:00:46.181Z,"NoNose,NoBody2",8,427,11168,1313,6397,1377,2398
2023-12-11T20:00:46.256Z,"NoNose,NoBody2",8,438,11161,1245,6391,1366,2407
2023-12-11T20:00:46.342Z,"NoNose,NoBody2",8,458,11210,1314,6415,1367,2392
2023-12-11T20:00:46.442Z,"NoNose,NoBody2",8,440,11187,1303,6398,1360,2403
2023-12-11T20:00:46.565Z,"NoNose,NoBody2",8,428,11226,1310,6423,1368,2404
2023-12-11T20:00:46.644Z,"NoNose,NoBody2",8,463,11198,1317,6407,1361,2396
2023-12-11T20:00:46.738Z,"NoNose,NoBody2",8,443,11206,1294,6407,1372,2400
2023-12-11T20:00:47.018Z,"NoNose,NoBody2",8,451,11241,1290,6433,1370,2399
2023-12-11T20:00:47.020Z,"NoNose,NoBody2",8,442,11209,1314,6408,1366,2404
2023-12-11T20:00:47.228Z,"NoNose,NoBody2",8,407,11216,1320,6426,1366,2402
2023-12-11T20:00:47.229Z,"NoNose,NoBody2",8,436,11268,1313,6444,1372,2395
2023-12-11T20:00:47.253Z,"NoNose,NoBody2",8,339,11181,1287,6427,1361,2393
2023-12-11T20:00:47.343Z,"NoNose,NoBody2",8,464,11195,1327,6409,1359,2396
2023-12-11T20:00:47.443Z,"NoNose,NoBody2",8,434,11209,1301,6418,1366,2389
2023-12-11T20:00:47.542Z,"NoNose,NoBody2",8,441,11225,1321,6427,1372,12511
2023-12-11T20:00:47.660Z,"NoNose,NoBody2",8,425,11197,1299,6411,1373,12561
2023-12-11T20:00:47.753Z,"NoNose,NoBody2",8,435,11369,1312,6401,1376,12579
2023-12-11T20:00:47.843Z,"NoNose,NoBody2",8,445,11214,1324,6416,1381,12557
2023-12-11T20:00:47.942Z,"NoNose,NoBody2",8,465,11287,1303,6450,1365,12554
2023-12-11T20:00:48.165Z,"NoNose,NoBody2",8,463,11210,1323,6414,1360,12510
2023-12-11T20:00:48.167Z,"NoNose,NoBody2",8,497,11168,1310,6398,1369,12573
2023-12-11T20:00:48.252Z,"NoNose,NoBody2",8,451,11192,1326,6402,1352,12521
2023-12-11T20:00:48.342Z,"NoNose,NoBody2",8,460,11238,1295,6425,1369,12533
2023-12-11T20:00:48.439Z,"NoNose,NoBody2",8,483,11291,1314,6456,1367,12502
2023-12-11T20:00:48.538Z,"NoNose,NoBody2",8,327,11249,1294,6436,1366,12561
2023-12-11T20:00:48.647Z,"NoNose,NoBody2",8,476,11252,1316,6431,1381,12524
2023-12-11T20:00:48.755Z,"NoNose,NoBody2",8,419,11179,1313,6403,1372,12526
2023-12-11T20:00:48.847Z,"NoNose,NoBody2",8,419,11210,1290,6418,1359,12505
2023-12-11T20:00:48.940Z,"NoNose,NoBody2",8,473,11256,1296,6433,1374,12514
2023-12-11T20:00:49.162Z,"NoNose,NoBody2",8,436,11178,1312,6404,1352,12516
2023-12-11T20:00:49.164Z,"NoNose,NoBody2",8,474,11264,1316,6438,1376,12549
2023-12-11T20:00:49.255Z,"NoNose,NoBody2",8,403,11237,1321,6435,1370,9046
2023-12-11T20:00:49.362Z,"NoNose,NoBody2",8,470,11209,1276,6408,1373,6902
2023-12-11T20:00:49.450Z,"NoNose,NoBody2",8,454,11234,1321,6406,1376,6836
2023-12-11T20:00:49.546Z,"NoNose,NoBody2",8,432,11202,1306,6411,1363,6812
2023-12-11T20:00:49.642Z,"NoNose,NoBody2",8,450,11233,1309,6426,1375,6829
2023-12-11T20:00:49.751Z,"NoNose,NoBody2",8,468,11194,1319,6400,1373,6831
2023-12-11T20:00:49.844Z,"NoNose,NoBody2",8,456,11271,1316,6439,1360,6781
2023-12-11T20:00:49.940Z,"NoNose,NoBody2",8,505,11286,1322,6455,1368,6805
2023-12-11T20:00:50.169Z,"NoNose,NoBody2",8,505,11207,1313,6426,1372,6796
2023-12-11T20:00:50.171Z,"NoNose,NoBody2",8,387,11327,1259,6399,1364,6812
2023-12-11T20:00:50.248Z,"NoNose,NoBody2",8,452,11232,1300,6389,1382,6820
2023-12-11T20:00:50.343Z,"NoNose,NoBody2",8,427,11226,1300,6421,1368,6768
2023-12-11T20:00:50.473Z,"NoNose,NoBody2",8,500,11229,1293,6432,1358,6786
2023-12-11T20:00:50.549Z,"NoNose,NoBody2",8,426,11212,1291,6412,1354,6800
2023-12-11T20:00:50.639Z,"NoNose,NoBody2",8,439,11184,1300,6395,1366,6817
2023-12-11T20:00:50.746Z,"NoNose,NoBody2",8,476,11280,1326,6449,1370,6808
2023-12-11T20:00:50.845Z,"NoNose,NoBody2",8,431,11180,1304,6397,1377,6810
2023-12-11T20:00:50.950Z,"NoNose,NoBody2",8,423,11245,1330,6435,1366,6793
2023-12-11T20:00:51.232Z,"NoNose,NoBody2",8,444,11264,1314,6445,1348,6797
2023-12-11T20:00:51.234Z,"NoNose,NoBody2",8,438,11113,1306,6395,1379,6823
2023-12-11T20:00:51.254Z,"NoNose,NoBody2",8,166,11195,1317,6412,1380,6813
2023-12-11T20:00:51.408Z,"NoNose,NoBody2",8,423,11227,1306,6425,1367,6797
2023-12-11T20:00:51.454Z,"NoNose,NoBody2",8,218,10795,1305,6403,1380,6812
2023-12-11T20:00:51.538Z,"NoNose,NoBody2",8,412,11228,1323,6423,1371,6791
2023-12-11T20:00:51.634Z,"NoNose,NoBody2",8,444,11259,1298,6440,1368,6806
2023-12-11T20:00:51.743Z,"NoNose,NoBody2",8,441,11197,1297,6411,1353,6805
2023-12-11T20:00:51.843Z,"NoNose,NoBody2",8,426,11218,1302,6414,1359,6776
2023-12-11T20:00:51.944Z,"NoNose,NoBody2",8,443,11213,1286,6408,1351,6760
2023-12-11T20:00:52.197Z,"NoNose,NoBody2",8,421,11696,1314,6454,1364,6782
2023-12-11T20:00:52.199Z,"NoNose,NoBody2",8,434,11221,1319,6425,1373,6791
2023-12-11T20:00:52.246Z,"NoNose,NoBody2",8,453,11185,1313,6404,1375,6825
2023-12-11T20:00:52.359Z,"NoNose,NoBody2",8,387,11206,1284,6411,1373,6815
2023-12-11T20:00:52.445Z,"NoNose,NoBody2",8,362,11208,1305,6412,1353,6767
2023-12-11T20:00:52.539Z,"NoNose,NoBody2",8,464,11231,1301,6422,1371,6786
2023-12-11T20:00:52.637Z,"NoNose,NoBody2",8,476,11280,1327,6449,1333,6774
2023-12-11T20:00:52.747Z,"NoNose,NoBody2",8,504,11261,1341,6441,1362,6770
2023-12-11T20:00:52.857Z,"NoNose,NoBody2",8,425,11211,1347,6426,1377,6817
2023-12-11T20:00:52.958Z,"NoNose,NoBody2",8,437,11249,1332,6431,1363,6785
2023-12-11T20:00:53.282Z,"NoNose,NoBody2",8,291,11206,1339,6467,1361,6806
2023-12-11T20:00:53.284Z,"NoNose,NoBody2",8,410,11230,1313,6436,1345,6797
2023-12-11T20:00:53.286Z,"NoNose,NoBody2",8,465,11245,1296,6434,1345,6781
2023-12-11T20:00:53.369Z,"NoNose,NoBody2",8,529,11250,1299,6445,1357,6791
2023-12-11T20:00:53.473Z,"NoNose,NoBody2",8,417,11167,1300,6444,1357,6771
2023-12-11T20:00:53.597Z,"NoNose,NoBody2",8,423,11196,1303,6414,1365,6804
2023-12-11T20:00:53.639Z,"NoNose,NoBody2",8,452,11187,1320,6396,1374,6815
2023-12-11T20:00:53.737Z,"NoNose,NoBody2",8,477,11255,1321,6430,1368,6785
2023-12-11T20:00:54.126Z,"NoNose,NoBody2",8,446,11283,1306,6452,1364,6811
2023-12-11T20:00:54.133Z,"NoNose,NoBody2",8,469,11243,1329,6427,1381,6794
2023-12-11T20:00:54.135Z,"NoNose,NoBody2",8,441,11195,1309,6401,1378,6805
2023-12-11T20:00:54.358Z,"NoNose,NoBody2",8,446,11233,1311,6421,1369,6793
2023-12-11T20:00:54.360Z,"NoNose,NoBody2",8,449,11223,1301,6395,1373,6793
2023-12-11T20:00:54.361Z,"NoNose,NoBody2",8,435,11164,1317,6385,1381,6825
2023-12-11T20:00:54.464Z,"NoNose,NoBody2",8,396,11199,1306,6396,1359,6775
2023-12-11T20:00:54.540Z,"NoNose,NoBody2",8,423,11240,1299,6425,1357,6798
2023-12-11T20:00:54.671Z,"NoNose,NoBody2",8,455,11213,1327,6415,1375,6783
2023-12-11T20:00:54.749Z,"NoNose,NoBody2",8,425,11256,1298,6437,1371,6799
2023-12-11T20:00:54.847Z,"NoNose,NoBody2",8,437,11249,1313,6419,1389,6820
2023-12-11T20:00:54.946Z,"NoNose,NoBody2",8,257,10745,1308,6388,1355,6782
2023-12-11T20:00:55.172Z,"NoNose,NoBody2",8,457,11224,1300,6416,1375,6796
2023-12-11T20:00:55.174Z,"NoNose,NoBody2",8,474,11600,1291,6403,1362,6793
2023-12-11T20:00:55.243Z,"NoNose,NoBody2",8,464,11244,1316,6429,1379,6824
2023-12-11T20:00:55.340Z,"NoNose,NoBody2",8,422,11199,1308,6410,1361,6787
2023-12-11T20:00:55.448Z,"NoNose,NoBody2",8,450,11213,1320,6414,1349,6779
2023-12-11T20:00:55.550Z,"NoNose,NoBody2",8,437,11206,1313,6405,1376,6781
2023-12-11T20:00:55.650Z,"NoNose,NoBody2",8,441,11197,1303,6396,1369,6802
2023-12-11T20:00:55.745Z,"NoNose,NoBody2",8,429,11191,1338,6402,1380,6430
2023-12-11T20:00:55.849Z,"NoNose,NoBody2",8,460,11289,1339,6450,1392,6400
2023-12-11T20:00:55.960Z,"NoNose,NoBody2",8,432,11212,1290,6406,1374,6379
2023-12-11T20:00:56.158Z,"NoNose,NoBody2",8,485,11214,1322,6405,1360,7262
2023-12-11T20:00:56.160Z,"NoNose,NoBody2",8,273,11049,1321,6409,1375,12523
2023-12-11T20:00:56.240Z,"NoNose,NoBody2",8,318,11232,1292,6430,1369,12517
2023-12-11T20:00:56.345Z,"NoNose,NoBody2",8,461,11225,1295,6413,1380,12549
2023-12-11T20:00:56.446Z,"NoNose,NoBody2",8,473,11270,1321,6441,1379,12477
2023-12-11T20:00:56.558Z,"NoNose,NoBody2",8,450,11260,1322,6441,1356,12521
2023-12-11T20:00:56.645Z,"NoNose,NoBody2",8,415,11195,1308,6402,1371,12530
2023-12-11T20:00:56.755Z,"NoNose,NoBody2",8,415,11144,1322,6429,1385,12561
2023-12-11T20:00:57.047Z,"NoNose,NoBody2",8,465,11202,1309,6402,1379,12556
2023-12-11T20:00:57.049Z,"NoNose,NoBody2",8,463,11249,1303,6426,1364,12500
2023-12-11T20:00:57.050Z,"NoNose,NoBody2",8,449,11357,1317,6440,1385,12549
2023-12-11T20:00:57.310Z,"NoNose,NoBody2",8,467,11243,1321,6423,1380,12535
2023-12-11T20:00:57.312Z,"NoNose,NoBody2",8,417,11248,1305,6434,1364,12537
2023-12-11T20:00:57.343Z,"NoNose,NoBody2",8,458,11194,1304,6396,1369,12509
2023-12-11T20:00:57.452Z,"NoNose,NoBody2",8,383,11450,1296,6407,1390,12541
2023-12-11T20:00:57.546Z,"NoNose,NoBody2",8,450,11245,1327,6420,1357,12495
2023-12-11T20:00:57.649Z,"NoNose,NoBody2",8,346,10909,1329,6406,1366,12475
2023-12-11T20:00:57.744Z,"NoNose,NoBody2",8,381,11119,1311,6391,1359,12507
2023-12-11T20:00:57.853Z,"NoNose,NoBody2",8,453,11276,1324,6443,1359,12486
2023-12-11T20:00:57.957Z,"NoNose,NoBody2",8,451,11244,1328,6433,1375,12483
2023-12-11T20:00:58.184Z,"NoNose,NoBody2",8,474,11232,1311,6415,1371,12506
2023-12-11T20:00:58.186Z,"NoNose,NoBody2",8,463,11258,1306,6433,1366,12481
2023-12-11T20:00:58.233Z,"NoNose,NoBody2",8,396,11582,1313,6406,1364,12475
2023-12-11T20:00:58.349Z,"NoNose,NoBody2",8,417,11254,1329,6438,1372,12485
2023-12-11T20:00:58.451Z,"NoNose,NoBody2",8,443,11182,1322,6399,1383,12478
2023-12-11T20:00:58.563Z,"NoNose,NoBody2",8,450,11206,1308,6402,1374,12475
