time,Description,cycle_state,I_R01_Gripper_Load,I_R01_Gripper_Pot,I_R02_Gripper_Load,I_R02_Gripper_Pot,I_R03_Gripper_Load,I_R03_Gripper_Pot
2023-12-11T20:00:58.650Z,"NoNose,NoBody2",8,432,11226,1292,6413,1381,12502
2023-12-11T20:00:58.748Z,"NoNose,NoBody2",8,480,11218,1298,6406,1355,12524
2023-12-11T20:00:58.850Z,"NoNose,NoBody2",8,281,10843,1335,6418,1362,12492
2023-12-11T20:00:58.949Z,"NoNose,NoBody2",8,431,11186,1298,6394,1361,12483
2023-12-11T20:00:59.144Z,"NoNose,NoBody2",8,465,11263,1313,6442,1361,12486
2023-12-11T20:00:59.145Z,"NoNose,NoBody2",8,438,11234,1325,6431,1338,12518
2023-12-11T20:00:59.249Z,"NoNose,NoBody2",8,448,11269,1304,6440,1362,12530
2023-12-11T20:00:59.342Z,"NoNose,NoBody2",8,463,11164,1312,6396,1385,12479
2023-12-11T20:00:59.448Z,"NoNose,NoBody2",8,411,11183,1285,6392,1363,12538
2023-12-11T20:00:59.555Z,"NoNose,NoBody2",8,426,11225,1297,6415,1376,12515
2023-12-11T20:00:59.638Z,"NoNose,NoBody2",8,440,11205,1313,6405,1364,12546
2023-12-11T20:00:59.752Z,"NoNose,NoBody2",8,470,11247,1308,6428,1372,12512
2023-12-11T20:00:59.844Z,"NoNose,NoBody2",8,428,11199,1316,6405,1380,12549
2023-12-11T20:00:59.936Z,"NoNose,NoBody2",8,404,11257,1286,6433,1378,12539
2023-12-11T20:01:00.133Z,"NoNose,NoBody2",8,439,11262,1352,6439,1352,12488
2023-12-11T20:01:00.162Z,"NoNose,NoBody2",8,463,11217,1325,6411,1376,4269
2023-12-11T20:01:00.244Z,"NoNose,NoBody2",8,449,11243,1317,6431,1373,2438
2023-12-11T20:01:00.350Z,"NoNose,NoBody2",8,432,11258,1324,6437,1368,2431
2023-12-11T20:01:00.447Z,"NoNose,NoBody2",8,443,11261,1299,6436,1377,2438
2023-12-11T20:01:00.559Z,"NoNose,NoBody2",8,484,11258,1316,6434,1362,2432
2023-12-11T20:01:00.654Z,"NoNose,NoBody2",8,468,11228,1290,6421,1374,2438
2023-12-11T20:01:00.743Z,"NoNose,NoBody2",8,317,10968,1297,6412,1379,2439
2023-12-11T20:01:00.847Z,"NoNose,NoBody2",8,458,11196,1326,6401,1359,2440
2023-12-11T20:01:00.938Z,"NoNose,NoBody2",8,432,11537,1290,6428,1377,2442
2023-12-11T20:01:01.151Z,"NoNose,NoBody2",8,441,11187,1307,6399,1367,2445
2023-12-11T20:01:01.153Z,"NoNose,NoBody2",8,433,11211,1326,6414,1372,2449
2023-12-11T20:01:01.252Z,"NoNose,NoBody2",8,460,11265,1332,6437,1385,2452
2023-12-11T20:01:01.341Z,"NoNose,NoBody2",8,447,11201,1299,6406,1362,2431
2023-12-11T20:01:01.438Z,"NoNose,NoBody2",8,468,11261,1310,6434,1360,2430
2023-12-11T20:01:01.541Z,"NoNose,NoBody2",8,407,11214,1324,6416,1383,2439
2023-12-11T20:01:01.664Z,"NoNose,NoBody2",8,446,11236,1313,6428,1376,2443
2023-12-11T20:01:01.753Z,"NoNose,NoBody2",8,450,11225,1292,6413,1363,2435
2023-12-11T20:01:01.851Z,"NoNose,NoBody2",8,443,11263,1328,6442,1381,2447
2023-12-11T20:01:01.943Z,"NoNose,NoBody2",8,454,11199,1291,6403,1378,2446
2023-12-11T20:01:02.157Z,"NoNose,NoBody2",8,451,11247,1297,6391,1375,2444
2023-12-11T20:01:02.158Z,"NoNose,NoBody2",8,458,11247,1348,6435,1386,2456
2023-12-11T20:01:02.240Z,"NoNose,NoBody2",8,481,11244,1327,6428,1372,2448
2023-12-11T20:01:02.345Z,"NoNose,NoBody2",8,439,11017,1313,6414,9175,12391
2023-12-11T20:01:02.442Z,"NoNose,NoBody2",8,483,11186,1313,6395,8944,12367
2023-12-11T20:01:02.551Z,"NoNose,NoBody2",8,430,11216,1310,6408,8865,12379
2023-12-11T20:01:02.665Z,"NoNose,NoBody2",8,449,11196,1299,6399,8869,12456
2023-12-11T20:01:02.749Z,"NoNose,NoBody2",8,473,11266,1321,6436,8795,12417
2023-12-11T20:01:02.856Z,"NoNose,NoBody2",8,543,11244,1310,11646,6494,12389
2023-12-11T20:01:02.942Z,"NoNose,NoBody2",8,441,11191,1284,11623,6561,12494
2023-12-11T20:01:03.225Z,"NoNose,NoBody2",8,443,11185,1301,11684,6515,12377
2023-12-11T20:01:03.227Z,"NoNose,NoBody2",8,409,11248,1315,11631,6534,12395
2023-12-11T20:01:03.236Z,"NoNose,NoBody2",8,458,11207,1315,11635,6536,12412
2023-12-11T20:01:03.339Z,"NoNose,NoBody2",8,437,11239,1311,11674,6554,12431
2023-12-11T20:01:03.448Z,"NoNose,NoBody2",8,454,11248,1333,11681,6566,12470
2023-12-11T20:01:03.544Z,"NoNose,NoBody2",8,422,11191,1309,11628,6495,12387
2023-12-11T20:01:03.644Z,"NoNose,NoBody2",8,435,11278,1322,11715,6536,12459
2023-12-11T20:01:03.756Z,"NoNose,NoBody2",8,464,11238,1327,11628,6536,12466
2023-12-11T20:01:03.850Z,"NoNose,NoBody2",8,426,11194,1303,11625,6491,12386
2023-12-11T20:01:03.942Z,"NoNose,NoBody2",8,424,11172,1291,11608,6532,12474
2023-12-11T20:01:04.137Z,"NoNose,NoBody2",8,434,11514,1314,11687,6499,12426
2023-12-11T20:01:04.141Z,"NoNose,NoBody2",8,427,11185,1307,11619,6497,12446
2023-12-11T20:01:04.254Z,"NoNose,NoBody2",8,464,11211,1342,11654,6491,12437
2023-12-11T20:01:04.337Z,"NoNose,NoBody2",8,466,11223,1310,11671,6476,12413
2023-12-11T20:01:04.443Z,"NoNose,NoBody2",8,462,11241,1325,11675,6478,12413
2023-12-11T20:01:04.546Z,"NoNose,NoBody2",8,436,11189,1289,11623,6477,12421
2023-12-11T20:01:04.663Z,"NoNose,NoBody2",8,470,11214,1303,11649,6436,12379
2023-12-11T20:01:04.759Z,"NoNose,NoBody2",8,455,11262,1309,11661,6476,12447
2023-12-11T20:01:04.850Z,"NoNose,NoBody2",8,446,11232,1341,11672,6473,12421
2023-12-11T20:01:04.947Z,"NoNose,NoBody2",8,456,11248,1322,11686,6465,12439
2023-12-11T20:01:05.174Z,"NoNose,NoBody2",8,452,11263,1327,11708,6485,12457
2023-12-11T20:01:05.176Z,"NoNose,NoBody2",8,440,11213,1291,11644,6439,12391
2023-12-11T20:01:05.256Z,"NoNose,NoBody2",8,452,11223,1312,11651,6454,12395
2023-12-11T20:01:05.347Z,"NoNose,NoBody2",8,467,11219,1313,11694,6453,12443
2023-12-11T20:01:05.454Z,"NoNose,NoBody2",8,464,11248,1320,11635,6454,12448
2023-12-11T20:01:05.545Z,"NoNose,NoBody2",8,498,11197,1319,11617,6423,12380
2023-12-11T20:01:05.641Z,"NoNose,NoBody2",8,468,11274,1344,11714,6451,12454
2023-12-11T20:01:05.747Z,"NoNose,NoBody2",8,447,11212,1309,11645,6441,12445
2023-12-11T20:01:05.864Z,"NoNose,NoBody2",8,442,11192,1321,11638,6411,12386
2023-12-11T20:01:05.948Z,"NoNose,NoBody2",8,439,11232,1315,11671,6430,12425
2023-12-11T20:01:06.145Z,"NoNose,NoBody2",8,455,11209,1332,11649,6419,12402
2023-12-11T20:01:06.147Z,"NoNose,NoBody2",8,433,11217,1326,11658,6446,12469
2023-12-11T20:01:06.250Z,"NoNose,NoBody2",8,429,11154,1316,11606,6413,12419
2023-12-11T20:01:06.344Z,"NoNose,NoBody2",8,495,11270,1329,11690,6411,12423
2023-12-11T20:01:06.462Z,"NoNose,NoBody2",8,459,11231,1315,11672,6460,12484
2023-12-11T20:01:06.546Z,"NoNose,NoBody2",8,386,11151,1310,11655,6428,12449
2023-12-11T20:01:06.636Z,"NoNose,NoBody2",8,444,11271,1325,11719,6400,12404
2023-12-11T20:01:06.755Z,"NoNose,NoBody2",8,455,11258,1301,11621,6398,12393
2023-12-11T20:01:07.070Z,"NoNose,NoBody2",8,441,11215,1310,11665,6424,12408
2023-12-11T20:01:07.072Z,"NoNose,NoBody2",8,454,11226,1327,11668,6417,12411
2023-12-11T20:01:07.074Z,"NoNose,NoBody2",8,458,11202,1317,11636,6432,12454
2023-12-11T20:01:07.288Z,"NoNose,NoBody2",8,499,11491,1334,11688,6418,12424
2023-12-11T20:01:07.290Z,"NoNose,NoBody2",8,462,11288,1326,11733,6430,12409
2023-12-11T20:01:07.346Z,"NoNose,NoBody2",8,440,11196,1308,11640,6421,12398
2023-12-11T20:01:07.444Z,"NoNose,NoBody2",8,474,11210,1320,11652,6406,12399
2023-12-11T20:01:07.543Z,"NoNose,NoBody2",8,466,11284,1315,11721,6433,12461
2023-12-11T20:01:07.649Z,"NoNose,NoBody2",8,442,11226,1310,11684,6430,12437
2023-12-11T20:01:07.746Z,"NoNose,NoBody2",8,387,10748,1295,11648,6423,12447
2023-12-11T20:01:07.848Z,"NoNose,NoBody2",8,410,11254,1325,11705,6399,12390
2023-12-11T20:01:07.945Z,"NoNose,NoBody2",8,484,11210,1292,11638,6457,12478
2023-12-11T20:01:08.169Z,"NoNose,NoBody2",8,470,11248,1316,11687,6405,12413
2023-12-11T20:01:08.171Z,"NoNose,NoBody2",8,418,11187,1297,11630,6388,12393
2023-12-11T20:01:08.236Z,"NoNose,NoBody2",8,455,11193,1327,11629,6450,12483
2023-12-11T20:01:08.357Z,"NoNose,NoBody2",8,462,11263,1326,11695,6433,12468
2023-12-11T20:01:08.441Z,"NoNose,NoBody2",8,453,11264,1320,11702,6425,12443
2023-12-11T20:01:08.548Z,"NoNose,NoBody2",8,347,10987,1319,8171,6410,12443
2023-12-11T20:01:08.641Z,"NoNose,NoBody2",8,428,11169,1299,6663,6438,12471
2023-12-11T20:01:08.744Z,"NoNose,NoBody2",8,353,11480,1296,6638,6417,12440
2023-12-11T20:01:08.844Z,"NoNose,NoBody2",8,438,11191,1302,6601,6393,12397
2023-12-11T20:01:08.950Z,"NoNose,NoBody2",8,133,11151,1329,6658,6419,12462
2023-12-11T20:01:09.182Z,"NoNose,NoBody2",8,569,11271,1317,6652,6397,12401
2023-12-11T20:01:09.183Z,"NoNose,NoBody2",8,469,11186,1316,6597,6377,12413
2023-12-11T20:01:09.235Z,"NoNose,NoBody2",8,474,11274,1298,6647,6413,12441
2023-12-11T20:01:09.346Z,"NoNose,NoBody2",8,430,11179,1298,6597,6415,12433
2023-12-11T20:01:09.441Z,"NoNose,NoBody2",8,487,11237,1320,6623,6389,12410
2023-12-11T20:01:09.533Z,"NoNose,NoBody2",8,307,11306,1320,6628,6377,12386
2023-12-11T20:01:09.645Z,"NoNose,NoBody2",8,440,11219,1319,6610,6406,12408
2023-12-11T20:01:09.746Z,"NoNose,NoBody2",8,441,11228,1315,6625,6411,12432
2023-12-11T20:01:09.863Z,"NoNose,NoBody2",8,419,11167,1289,6583,7266,12478
2023-12-11T20:01:09.961Z,"NoNose,NoBody2",8,457,11201,1337,6605,7154,12394
2023-12-11T20:01:10.166Z,"NoNose,NoBody2",8,469,11248,1303,6631,1391,10099
2023-12-11T20:01:10.168Z,"NoNose,NoBody2",8,429,11249,1356,6656,1370,2392
2023-12-11T20:01:10.242Z,"NoNose,NoBody2",8,437,11246,1312,6626,1367,2392
2023-12-11T20:01:10.345Z,"NoNose,NoBody2",8,441,11227,1306,6607,1392,2395
2023-12-11T20:01:10.443Z,"NoNose,NoBody2",8,452,11191,1329,6629,1398,2404
2023-12-11T20:01:10.556Z,"NoNose,NoBody2",8,426,11261,1301,6615,1402,2402
2023-12-11T20:01:10.642Z,"NoNose,NoBody2",8,427,11278,1312,6644,1405,2402
2023-12-11T20:01:10.739Z,"NoNose,NoBody2",8,430,11264,1311,6635,1404,2410
2023-12-11T20:01:10.861Z,"NoNose,NoBody2",8,224,10718,1316,6586,1387,2408
2023-12-11T20:01:10.944Z,"NoNose,NoBody2",8,462,11281,1323,6646,1403,2405
2023-12-11T20:01:11.162Z,"NoNose,NoBody2",8,429,11223,1294,6601,1404,2402
2023-12-11T20:01:11.164Z,"NoNose,NoBody2",8,471,11305,1317,6595,1407,2408
2023-12-11T20:01:11.246Z,"NoNose,NoBody2",8,431,11233,1295,6612,1383,2396
2023-12-11T20:01:11.343Z,"NoNose,NoBody2",8,433,11184,1307,6591,1393,2401
2023-12-11T20:01:11.460Z,"NoNose,NoBody2",8,480,11234,1301,6615,1381,2393
2023-12-11T20:01:11.560Z,"NoNose,NoBody2",8,466,11269,1343,6642,1397,2411
2023-12-11T20:01:11.654Z,"NoNose,NoBody2",8,433,11226,1337,6624,1384,2399
2023-12-11T20:01:11.741Z,"NoNose,NoBody2",8,424,11199,1298,6608,1386,2398
2023-12-11T20:01:11.841Z,"NoNose,NoBody2",8,443,11251,1313,6618,1390,2407
2023-12-11T20:01:11.940Z,"NoNose,NoBody2",8,494,11184,1338,6581,1401,2412
2023-12-11T20:01:12.127Z,"NoNose,NoBody2",8,453,11213,1310,6594,1402,2409
2023-12-11T20:01:12.156Z,"NoNose,NoBody2",8,455,11347,1308,6630,1391,2405
2023-12-11T20:01:12.243Z,"NoNose,NoBody2",8,353,11349,1321,6604,1394,2419
2023-12-11T20:01:12.352Z,"NoNose,NoBody2",8,483,11261,1315,6577,1400,2414
2023-12-11T20:01:12.449Z,"NoNose,NoBody2",8,529,11126,1342,6611,1389,2417
2023-12-11T20:01:12.557Z,"NoNose,NoBody2",8,434,11169,1309,6575,1385,2415
2023-12-11T20:01:12.646Z,"NoNose,NoBody2",8,460,11260,1321,6620,1378,2393
2023-12-11T20:01:12.740Z,"NoNose,NoBody2",8,438,11243,1311,6617,1388,2409
2023-12-11T20:01:12.844Z,"NoNose,NoBody2",8,457,11247,1312,6618,1402,2422
2023-12-11T20:01:12.941Z,"NoNose,NoBody2",8,445,11207,1312,6588,1393,2407
2023-12-11T20:01:13.139Z,"NoNose,NoBody2",8,452,11182,1297,6573,1377,2409
2023-12-11T20:01:13.168Z,"NoNose,NoBody2",8,413,11172,1305,6571,1384,2423
2023-12-11T20:01:13.244Z,"NoNose,NoBody2",8,328,11225,1315,6614,1389,2426
2023-12-11T20:01:13.338Z,"NoNose,NoBody2",8,450,11198,1302,6586,1383,2435
2023-12-11T20:01:13.448Z,"NoNose,NoBody2",8,383,11299,1299,6616,1372,2429
2023-12-11T20:01:13.545Z,"NoNose,NoBody2",8,419,11165,1309,6569,1377,2433
2023-12-11T20:01:13.636Z,"NoNose,NoBody2",8,455,11229,1315,6602,1393,2433
2023-12-11T20:01:13.745Z,"NoNose,NoBody2",8,490,11288,1331,6633,1391,2439
2023-12-11T20:01:13.842Z,"NoNose,NoBody2",8,451,11180,1316,6579,1379,2418
2023-12-11T20:01:13.947Z,"NoNose,NoBody2",8,437,11249,1300,6583,1390,2431
2023-12-11T20:01:14.146Z,"NoNose,NoBody2",8,472,11264,1301,6620,1385,2437
2023-12-11T20:01:14.149Z,"NoNose,NoBody2",8,457,11245,1325,6585,1398,2434
2023-12-11T20:01:14.253Z,"NoNose,NoBody2",8,420,11198,1313,6587,1368,2423
2023-12-11T20:01:14.341Z,"NoNose,NoBody2",8,98,10750,1325,6577,1380,2423
2023-12-11T20:01:14.459Z,"NoNose,NoBody2",8,474,11235,1317,6600,1395,2437
2023-12-11T20:01:14.557Z,"NoNose,NoBody2",8,506,11307,1310,6596,1371,2432
2023-12-11T20:01:14.665Z,"NoNose,NoBody2",8,431,11259,1332,6620,1371,2426
2023-12-11T20:01:14.749Z,"NoNose,NoBody2",8,484,11261,1323,6617,1372,2431
2023-12-11T20:01:14.844Z,"NoNose,NoBody2",8,435,11174,1316,6579,1388,2435
2023-12-11T20:01:14.941Z,"NoNose,NoBody2",8,479,11431,1303,6573,1374,2442
2023-12-11T20:01:15.140Z,"NoNose,NoBody2",8,411,11217,1319,6606,1366,2429
2023-12-11T20:01:15.144Z,"NoNose,NoBody2",8,420,11171,1298,6570,1397,2446
2023-12-11T20:01:15.235Z,"NoNose,NoBody2",8,442,11227,1317,6600,1373,2424
2023-12-11T20:01:15.349Z,"NoNose,NoBody2",8,430,11201,1313,6584,5722,11945
2023-12-11T20:01:15.441Z,"NoNose,NoBody2",8,474,11244,1326,6604,9048,12447
2023-12-11T20:01:15.554Z,"NoNose,NoBody2",8,459,11244,1317,6610,8897,12396
2023-12-11T20:01:15.649Z,"NoNose,NoBody2",8,447,11247,1339,6615,8854,12376
2023-12-11T20:01:15.749Z,"NoNose,NoBody2",8,450,11197,1309,6582,8844,12447
2023-12-11T20:01:15.846Z,"NoNose,NoBody2",8,432,11245,1296,11673,7239,12439
2023-12-11T20:01:15.945Z,"NoNose,NoBody2",8,456,11265,1297,11700,7235,12462
2023-12-11T20:01:16.150Z,"NoNose,NoBody2",8,462,11427,1310,11676,7192,12407
2023-12-11T20:01:16.162Z,"NoNose,NoBody2",8,328,11325,1310,11689,7152,12390
2023-12-11T20:01:16.248Z,"NoNose,NoBody2",8,451,11226,1325,11671,7145,12376
2023-12-11T20:01:16.346Z,"NoNose,NoBody2",8,377,11162,1311,11651,7120,12386
2023-12-11T20:01:16.439Z,"NoNose,NoBody2",8,526,11202,1321,11648,7128,12409
2023-12-11T20:01:16.556Z,"NoNose,NoBody2",8,457,11247,1317,11681,7125,12420
2023-12-11T20:01:16.638Z,"NoNose,NoBody2",8,489,11261,1341,11697,7122,12433
2023-12-11T20:01:16.747Z,"NoNose,NoBody2",8,471,11270,1318,11698,7127,12437
2023-12-11T20:01:17.022Z,"NoNose,NoBody2",8,461,11261,1330,11693,7125,12445
2023-12-11T20:01:17.024Z,"NoNose,NoBody2",8,461,11277,1340,11720,7104,12411
2023-12-11T20:01:17.210Z,"NoNose,NoBody2",8,444,11180,1327,11613,7136,12481
2023-12-11T20:01:17.211Z,"NoNose,NoBody2",8,443,11210,1330,11649,7119,12472
2023-12-11T20:01:17.249Z,"NoNose,NoBody2",8,426,11223,1314,11658,7083,12423
2023-12-11T20:01:17.345Z,"NoNose,NoBody2",8,498,11291,1324,11651,7081,12439
2023-12-11T20:01:17.458Z,"NoNose,NoBody2",8,461,11199,1329,11639,7024,12370
2023-12-11T20:01:17.544Z,"NoNose,NoBody2",8,462,11227,1320,11662,7093,12464
2023-12-11T20:01:17.641Z,"NoNose,NoBody2",8,453,11209,1324,11683,7073,12432
2023-12-11T20:01:17.740Z,"NoNose,NoBody2",8,500,11254,1341,11687,7074,12466
2023-12-11T20:01:17.842Z,"NoNose,NoBody2",8,450,11220,1314,11662,7077,12495
2023-12-11T20:01:17.940Z,"NoNose,NoBody2",8,464,11243,1311,11676,7064,12489
2023-12-11T20:01:18.138Z,"NoNose,NoBody2",8,420,11174,1330,11683,7019,12376
2023-12-11T20:01:18.143Z,"NoNose,NoBody2",8,447,11196,1290,11636,7001,12383
2023-12-11T20:01:18.251Z,"NoNose,NoBody2",8,280,10950,1321,11602,7029,12414
2023-12-11T20:01:18.335Z,"NoNose,NoBody2",8,453,11256,1318,11693,7042,12432
2023-12-11T20:01:18.443Z,"NoNose,NoBody2",8,459,11231,1328,11672,7063,12480
2023-12-11T20:01:18.551Z,"NoNose,NoBody2",8,467,11191,1318,11623,7057,12475
2023-12-11T20:01:18.656Z,"NoNose,NoBody2",8,462,11226,1326,11671,7046,12488
2023-12-11T20:01:18.754Z,"NoNose,NoBody2",8,480,11285,1323,11715,7018,12455
2023-12-11T20:01:18.850Z,"NoNose,NoBody2",8,446,11188,1334,11618,7016,12420
2023-12-11T20:01:18.957Z,"NoNose,NoBody2",8,385,11208,1307,11657,7012,12425
2023-12-11T20:01:19.202Z,"NoNose,NoBody2",8,437,11197,1290,11630,6984,12400
2023-12-11T20:01:19.204Z,"NoNose,NoBody2",8,435,11233,1305,11683,7010,12450
2023-12-11T20:01:19.243Z,"NoNose,NoBody2",8,422,11223,1299,11664,7003,12412
2023-12-11T20:01:19.362Z,"NoNose,NoBody2",8,473,11240,1323,11665,7016,12423
2023-12-11T20:01:19.443Z,"NoNose,NoBody2",8,439,11216,1328,11651,6991,12423
2023-12-11T20:01:19.548Z,"NoNose,NoBody2",8,445,11244,1314,11683,6997,12433
2023-12-11T20:01:19.642Z,"NoNose,NoBody2",8,432,11247,1305,11695,6985,12436
2023-12-11T20:01:19.742Z,"NoNose,NoBody2",8,326,11025,1299,11654,6975,12405
2023-12-11T20:01:19.856Z,"NoNose,NoBody2",8,455,11144,1320,11672,6962,12381
2023-12-11T20:01:19.947Z,"NoNose,NoBody2",8,375,11550,1316,11681,7005,12457
2023-12-11T20:01:20.207Z,"NoNose,NoBody2",8,450,11326,1303,11750,6996,12459
2023-12-11T20:01:20.209Z,"NoNose,NoBody2",8,461,11231,1320,11688,7007,12456
2023-12-11T20:01:20.236Z,"NoNose,NoBody2",8,410,11171,1288,11638,7012,12472
2023-12-11T20:01:20.344Z,"NoNose,NoBody2",8,411,11193,1281,11679,7023,12466
2023-12-11T20:01:20.443Z,"NoNose,NoBody2",8,447,11184,1319,11651,6989,12419
2023-12-11T20:01:20.547Z,"NoNose,NoBody2",8,439,11196,1302,11664,6948,12373
2023-12-11T20:01:20.641Z,"NoNose,NoBody2",8,456,11209,1325,11753,6976,12400
2023-12-11T20:01:20.750Z,"NoNose,NoBody2",8,473,11538,1304,11690,6957,12399
2023-12-11T20:01:20.843Z,"NoNose,NoBody2",8,449,11229,1335,11702,6964,12417
2023-12-11T20:01:20.943Z,"NoNose,NoBody2",8,467,11255,1307,11722,6974,12406
2023-12-11T20:01:21.183Z,"NoNose,NoBody2",8,440,11253,1326,11730,6995,12433
2023-12-11T20:01:21.185Z,"NoNose,NoBody2",8,454,11199,1309,11679,6971,12399
2023-12-11T20:01:21.249Z,"NoNose,NoBody2",8,359,11244,1324,11718,6966,12413
2023-12-11T20:01:21.345Z,"NoNose,NoBody2",8,463,11182,1304,11693,7018,12476
2023-12-11T20:01:21.443Z,"NoNose,NoBody2",8,455,11245,1299,11709,6954,12379
2023-12-11T20:01:21.538Z,"NoNose,NoBody2",8,499,11303,1311,11770,6990,12463
2023-12-11T20:01:21.635Z,"NoNose,NoBody2",8,482,11269,1314,11737,6971,12430
2023-12-11T20:01:21.747Z,"NoNose,NoBody2",8,433,11180,1299,11649,6981,12431
2023-12-11T20:01:21.844Z,"NoNose,NoBody2",8,429,11176,1299,11656,6968,12435
2023-12-11T20:01:21.943Z,"NoNose,NoBody2",8,454,11221,1305,11683,6951,12412
2023-12-11T20:01:22.153Z,"NoNose,NoBody2",8,466,11283,1303,11755,6978,12462
2023-12-11T20:01:22.154Z,"NoNose,NoBody2",8,445,11256,1324,11726,6938,12393
2023-12-11T20:01:22.247Z,"NoNose,NoBody2",8,475,11229,1299,11697,6927,12387
2023-12-11T20:01:22.343Z,"NoNose,NoBody2",8,457,11228,1303,11695,6945,12407
2023-12-11T20:01:22.460Z,"NoNose,NoBody2",8,463,11226,1313,11695,6971,12462
2023-12-11T20:01:22.558Z,"NoNose,NoBody2",8,449,11230,1305,11699,6926,12419
2023-12-11T20:01:22.650Z,"NoNose,NoBody2",8,538,11265,1319,11744,6952,12442
2023-12-11T20:01:22.742Z,"NoNose,NoBody2",8,371,11266,1319,11708,7218,12429
2023-12-11T20:01:22.842Z,"NoNose,NoBody2",8,488,11279,1337,11752,7457,12398
2023-12-11T20:01:22.962Z,"NoNose,NoBody2",8,446,11151,1319,11656,7481,12489
2023-12-11T20:01:23.197Z,"NoNose,NoBody2",8,543,11274,1311,11728,1381,2398
2023-12-11T20:01:23.199Z,"NoNose,NoBody2",8,446,11212,1318,11683,1400,2393
2023-12-11T20:01:23.249Z,"NoNose,NoBody2",8,459,11191,1329,11672,1391,2387
2023-12-11T20:01:23.352Z,"NoNose,NoBody2",8,464,11216,1310,11688,1389,2403
2023-12-11T20:01:23.436Z,"NoNose,NoBody2",8,434,11198,1277,11728,1397,2392
2023-12-11T20:01:23.556Z,"NoNose,NoBody2",8,461,11279,1320,11750,1384,2390
2023-12-11T20:01:23.655Z,"NoNose,NoBody2",8,457,11227,1309,11744,1387,2391
2023-12-11T20:01:23.743Z,"NoNose,NoBody2",8,449,11271,1295,11742,1404,2405
2023-12-11T20:01:23.851Z,"NoNose,NoBody2",8,431,11242,1335,11717,1398,2402
2023-12-11T20:01:23.953Z,"NoNose,NoBody2",8,422,11277,1345,11751,1404,2404
2023-12-11T20:01:24.158Z,"NoNose,NoBody2",8,467,10932,1292,11640,1386,2399
2023-12-11T20:01:24.160Z,"NoNose,NoBody2",8,456,11254,1303,11733,1404,2406
2023-12-11T20:01:24.243Z,"NoNose,NoBody2",8,476,11242,1316,11710,1399,2408
2023-12-11T20:01:24.339Z,"NoNose,NoBody2",8,451,11193,1303,11671,1398,2396
2023-12-11T20:01:24.444Z,"NoNose,NoBody2",8,445,11211,1303,11692,1392,2395
2023-12-11T20:01:24.555Z,"NoNose,NoBody2",8,527,11192,1291,11651,1383,2392
2023-12-11T20:01:24.639Z,"NoNose,NoBody2",8,467,11239,1312,11705,1390,2395
2023-12-11T20:01:24.741Z,"NoNose,NoBody2",8,495,11295,1299,11771,1393,2406
2023-12-11T20:01:24.834Z,"NoNose,NoBody2",8,458,11259,1321,11721,1378,2389
2023-12-11T20:01:24.950Z,"NoNose,NoBody2",8,447,11245,1298,11716,1409,2402
2023-12-11T20:01:25.162Z,"NoNose,NoBody2",8,469,11252,1293,11724,1395,2403
2023-12-11T20:01:25.169Z,"NoNose,NoBody2",8,466,11275,1318,11747,1402,2404
2023-12-11T20:01:25.243Z,"NoNose,NoBody2",8,429,11199,1322,11653,1379,2388
2023-12-11T20:01:25.349Z,"NoNose,NoBody2",8,492,11257,1332,11712,1397,2397
2023-12-11T20:01:25.457Z,"NoNose,NoBody2",8,474,11216,1293,11676,1398,2387
2023-12-11T20:01:25.550Z,"NoNose,NoBody2",8,449,11207,1314,11675,1386,2395
2023-12-11T20:01:25.645Z,"NoNose,NoBody2",8,442,11237,1282,11714,1394,2409
2023-12-11T20:01:25.742Z,"NoNose,NoBody2",8,475,11175,1311,11664,1393,2397
2023-12-11T20:01:25.854Z,"NoNose,NoBody2",8,449,11269,1323,11732,1375,2399
2023-12-11T20:01:25.964Z,"NoNose,NoBody2",8,446,11235,1327,11700,1383,2398
2023-12-11T20:01:26.164Z,"NoNose,NoBody2",8,448,11216,1305,11681,1397,2396
2023-12-11T20:01:26.166Z,"NoNose,NoBody2",8,451,11267,1327,11748,1394,2404
2023-12-11T20:01:26.246Z,"NoNose,NoBody2",8,441,11223,1312,11694,1395,2415
2023-12-11T20:01:26.340Z,"NoNose,NoBody2",8,263,10769,1320,11679,1365,2403
2023-12-11T20:01:26.452Z,"NoNose,NoBody2",8,433,11171,1304,11648,1381,2394
2023-12-11T20:01:26.548Z,"NoNose,NoBody2",8,465,11265,1295,11729,1386,2409
2023-12-11T20:01:26.644Z,"NoNose,NoBody2",8,517,11240,1311,11682,1370,2388
2023-12-11T20:01:26.749Z,"NoNose,NoBody2",8,425,11170,1301,11642,1382,2395
2023-12-11T20:01:27.081Z,"NoNose,NoBody2",8,460,11266,1322,11738,1391,2408
2023-12-11T20:01:27.083Z,"NoNose,NoBody2",8,515,11237,1343,11706,1385,2399
2023-12-11T20:01:27.084Z,"NoNose,NoBody2",8,446,11285,1310,11747,1373,2396
2023-12-11T20:01:27.302Z,"NoNose,NoBody2",8,431,11198,1300,11672,1382,2395
2023-12-11T20:01:27.304Z,"NoNose,NoBody2",8,462,11204,1320,11671,1370,2392
2023-12-11T20:01:27.351Z,"NoNose,NoBody2",8,322,11411,1298,11676,1402,2410
2023-12-11T20:01:27.454Z,"NoNose,NoBody2",8,504,11226,1296,11679,1384,2398
